district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500033184,Naidu Apartment,Anantram Ramdas Naidu,440010,,New Project,10/31/2023,,,Residential,561.03,0.0,987.27,10/19/2023,,,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0
Nagpur,P50500033785,K. P. HEIGHT,CHHATRAPATI INFRATECH,440023,"('21.173655638654637','79.013996885156230')",New Project,01/26/2026,,,Residential,492.18,0.0,1259.98,02/25/2022,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,10.0
Nagpur,P50500033031,SRISHTI GULMOHAR APARTMENT,RAJAT CONSTRUCTIONS,440000,,New Project,06/30/2024,,,Residential,445.9,0.0,1095.19,01/25/2022,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500033393,SIDDHIVINAYAK APARTMENTS,M/S. JAI GAJANAN BUILDERS,440024,,New Project,12/31/2024,,,Residential,787.9,0.0,2269.17,01/25/2022,,,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,29.0,0.0
Nagpur,P50500033453,SHYAMSUNDARRESIDENCY 8,SHYAMSUNDAR REALTY,440027,"('21.145800400000000','79.088154600000000')",New Project,01/30/2023,,07/31/2023,Residential,367.0,0.0,1054.5,04/29/2023,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,6.0
Nagpur,P50500033327,AMARA,Vikram DHanraj Batra,440013,,New Project,03/30/2026,,,Residential,419.57,0.0,1016.17,05/11/2023,,,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500033392,GOKUL VRINDAVAN WING-SHRIRANG,M/S PANKAJCONSTRUCTION,440007,,New Project,12/31/2025,,,Residential,1325.89,0.0,3699.4,01/12/2024,,,53.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,20.0,0.0
Nagpur,P50500033352,SHIVRAJ 3 KEDARNATH,NITIN  DOLKE,440022,"('21.101582963677437','79.048355982637000')",New Project,06/02/2022,,,Residential,480.0,0.0,1251.72,02/03/2022,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500033794,CENTRAL ANNEX,BLACKROCK BUILDCON PRIVATE LIMITED,440034,"('21.083926997212046','79.106118298455800')",New Project,02/01/2028,,,Residential,7782.46,610.0,6028.5,02/28/2022,,,76.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,43.0,6.0,104.0
Nagpur,P50500033673,SHIVAM REGENCY,RATNAMALA SHIVOM JAIS,440009,,New Project,12/31/2023,,,Residential,359.17,0.0,646.44,01/17/2023,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500034896,S.S RADIANCE,S SASSOCIATES,440013,,New Project,02/08/2024,,,Residential,501.67,0.0,1272.0,03/11/2022,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500033814,HARMONY HOMES,YASHWANT BHAGWATRAO IRKHEDE,440013,"('21.145800400000000','79.088154600000000')",New Project,07/31/2024,,,Residential,452.87,0.0,1183.86,12/18/2023,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,24.0,0.0,39.0
Nagpur,P50500033933,BABA HERITAGE,G.P. BUILDERS AND DEVELOPERS,440017,,New Project,06/30/2024,,,Residential,480.0,0.0,924.0,11/28/2023,,,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,3.0,1.0
Nagpur,P50500033766,CHIRAG APARTMENT,M/S. A. B. BUILDERS,440033,,New Project,12/31/2024,,,Residential,306.57,0.0,769.64,03/02/2022,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0
Nagpur,P50500034422,SHIVANAND-II,ABHISHEK SHYAM PADWAD,440022,"('21.145800400000000','79.088154600000000')",New Project,06/30/2024,,,Residential,330.97,0.0,847.27,03/22/2022,,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,8.0,0.0
Nagpur,P50500049610,SHRIRAM RESIDENCY,TARA BUILDCON,440009,,New Project,12/25/2023,,,Residential,366.4,0.0,824.62,02/13/2023,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500045716,SDPL Greens Rowhouse II,SANDEEP DWELLERS PVT. LTD.,440026,"('21.196914346319407','79.121306703424050')",New Project,02/28/2027,,,Residential,3309.6,733.0,1571.41,01/13/2024,,,55.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,18.0,20.0
Nagpur,P50500033629,MANDAR APARTMENT,M & T BUILDCON,440025,,New Project,02/10/2025,,,Residential,2765.0,0.0,2765.0,06/14/2022,,,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Nagpur,P50500046414,ASHOKA ELLITE,JATIN JAIPRAKASH MALVIYA,440008,"('21.150774360568510','79.125337829422010')",New Project,12/31/2024,,,Residential,1044.0,0.0,4652.0,09/20/2022,,,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,70.0,0.0
Nagpur,P50500033956,Manjusha Bliss,Subhash Motiram Kasulkar,440036,"('21.104045255367247','79.016027317380500')",New Project,03/31/2027,,,Residential,973.69,0.0,1657.22,02/22/2022,,,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500034158,PRERNA HEIGHT,SHRUNGAR DEVELOPERS,440036,,New Project,03/31/2026,,,Residential,1448.03,0.0,4691.18,04/28/2023,,,42.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,111.0,35.0
Nagpur,P50500034153,ABHISHEK ANNEX,HIRANMAYI INFRAVENTURE,440024,,New Project,12/31/2026,,,Residential,278.7,0.0,629.0,08/31/2023,,,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0
Nagpur,P50500034151,PRIME 9 APARTMENTS,SANJAY VISHWESHWARPURI BHAGWE,441122,"('21.145800400000000','79.088154600000000')",New Project,05/01/2023,,,Residential,463.96,261.0,463.96,02/20/2023,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,1.0
Nagpur,P50500045564,Destiny,Metrocity Projects,440013,,New Project,12/31/2024,,,Residential,704.51,704.51,0.0,12/08/2023,,,19.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,39.0,24.0
Nagpur,P50500034061,GOKUL ENCLAVE WING C WING D,HARE KRISHNA BUILDERS,440030,,New Project,12/31/2027,,,Residential,2993.98,0.0,5203.5,03/14/2023,,,112.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,35.0,0.0
Nagpur,P50500035027,ORANGE CITY PARK Phase 1,MILLENIUM DEVELOPERS AND PROMOTERS PRIVATE LIMITED,441110,,New Project,12/31/2027,,,Residential,7900.0,0.0,8532.6,04/13/2022,,,133.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,12.0,12.0,155.0,55.0
Nagpur,P50500033943,AARYA GOPAL PUSHPA APARTMENTS,Amit Arvind Thanekar,440022,,New Project,03/30/2026,,,Residential,429.35,0.0,863.0,02/28/2022,,,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500034402,ZINNIA TOWER - SHREE SHIV GAURI RESIDENCY,SHRI KEDARESHWAR BUILDERS AND DEVELOPERS,440036,,New Project,12/31/2025,,,Residential,3825.0,0.0,7473.92,03/29/2022,,1.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,2.0
Nagpur,P50500034570,THE SKY,JAYPRAKASH BALIRAM SAHAJRAMANI,440026,,New Project,12/31/2025,,,Residential,1500.0,0.0,3120.0,10/23/2023,,,52.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0
Nagpur,P50500034397,HAKIMI HEIGHTS,OMAR COPERATIVE HOUSING SOCIETY LIMITED,440002,,New Project,03/31/2027,,,Residential,518.12,0.0,1666.76,11/04/2023,,,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500034279,SUNCITY INFRATECH UDAY ELITE,SUNCITY INFRATECH,440013,"('21.145800400000000','79.088154600000000')",New Project,08/31/2024,,,Residential,1659.35,1659.35,5967.75,01/15/2024,,,56.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,1.0,40.0,1.0
Nagpur,P50500033899,Sai Apartment 19,VIJAY SINGH ANANDKARAN SINGH THAKUR,415313,,New Project,12/31/2023,,,Residential,334.74,0.0,833.82,02/16/2023,,,10.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500034276,SHIV-GOVIND LOTUS,R B CONSTRUCTION CO.,440030,"('21.145800400000000','79.088154600000000')",New Project,06/30/2025,,,Residential,1496.91,0.0,4189.64,08/28/2023,,,42.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,59.0,0.0,133.0
Nagpur,P50500034312,PARK VIEW 18,SPACE ASSOCIATES,440015,,New Project,12/31/2024,,,Residential,573.37,0.0,1778.22,03/24/2022,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
Nagpur,P50500034089,SHRI RANDAL HEIGHTS-I,SHRI RANDAL INFRA,440015,,New Project,12/31/2025,,,Residential,1158.65,0.0,4995.27,11/25/2023,,,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,19.0,14.0
Nagpur,P50500034209,SDPL Aashray Hazaripahad II,SANDEEP DWELLERS PVT. LTD.,440007,"('21.172977830053230','79.024344847535690')",New Project,03/31/2027,,,Residential,2434.27,0.0,3705.71,01/13/2024,,,132.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,34.0,10.0
Nagpur,P50500034073,SHREE JALARAM VATIKA,PARTH DEVELOPERS,440025,,New Project,03/31/2027,,,Residential,1309.12,0.0,3665.24,01/13/2024,,,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,131.0,0.0
Nagpur,P50500034108,SRI BALAJI,Raghukul Constructions Pvt. Ltdd,440010,"('21.136220824250618','79.059026480650500')",New Project,01/26/2026,,,Residential,836.12,0.0,2671.85,07/20/2023,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500034119,RACHANA EKAA,Rachana construction Co. (Nagpur) Pvt. Ltd.,440010,"('21.145800400000000','79.088154600000000')",New Project,03/31/2024,,01/31/2025,Residential,2205.97,0.0,7381.35,01/16/2024,,,2.0,2.0,0.0,0.0,0.0,55.0,100.0,55.0,20.0,22.0,555.0,999.0
Nagpur,P50500034744,ORBIT APARTMENT,DHUNI CONSTRUCTIONS PVT.LTD.,440036,,New Project,03/15/2025,,,Residential,2059.0,0.0,2059.0,01/15/2024,,,47.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0
Nagpur,P50500034294,Aakar Residency,EVEREST BUILDERS,440024,,New Project,12/31/2024,,,Residential,742.44,0.0,1902.53,11/27/2023,,,28.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500034184,SDPL Aashray Hazaripahad III,SANDEEP DWELLERS PVT. LTD.,440007,"('21.172325029903245','79.024248288011150')",New Project,03/31/2027,,,Residential,2477.56,0.0,3705.72,01/13/2024,,,132.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,34.0,10.0
Nagpur,P50500034978,KDR PRIME,KDR BUILDERS,440014,"('21.182055700000000','79.085995200000000')",New Project,03/31/2025,,,Residential,595.89,0.0,595.89,12/28/2023,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0
Nagpur,P50500034130,Pyramid Gold,Golden Home Infraventures,440034,,New Project,12/31/2026,,,Residential,9400.0,940.64,30317.085,04/20/2023,,,264.0,164.0,0.0,0.0,0.0,0.0,3.0,0.0,36.0,3.0,144.0,120.0
Nagpur,P50500034253,THE PARK VIEW,NAVNIRMAN BUILDERS & LAND DEVELOPER,440017,,New Project,12/31/2025,,,Residential,553.42,0.0,2209.9,10/30/2023,,,20.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0
Nagpur,P50500034373,THE EMPIRE,INTEGRATED INFRACON,440017,,New Project,06/30/2026,,,Residential,1820.88,0.0,10512.27,01/10/2024,,,76.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,1.0,1.0
Nagpur,P50500045787,Devarch Apartments,Narayani Enterprises,440009,,New Project,03/31/2024,,,Residential,309.36,0.0,908.27,04/28/2022,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500034309,NISHIGANDHA,SHRI SADGURU DEVELOPERS,440022,,New Project,03/22/2025,,,Residential,664.24,0.0,664.24,03/24/2022,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
Nagpur,P50500035126,SHREE APARTMENTS,M/s SHREENIWAS HOMEMAKERS,440022,,New Project,03/31/2025,,,Residential,780.38,0.0,3090.3,03/25/2022,,,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,50.0
Nagpur,P50500045638,ANURAG ORCHID,ANURAG DEVELOPERS,440036,"('21.106467980282915','79.013704280646880')",New Project,12/31/2025,,,Residential,1328.0,1328.0,3717.0,08/30/2023,,,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500046467,KALINDI VATIKA,KALINDI VENTRUES PRIVATE LIMITED,440024,,New Project,12/31/2023,,,Residential,371.61,0.0,905.75,04/04/2023,,,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,21.0
Nagpur,P50500034342,GOVIND RESIDENCY-I,BHAVYA INFRAVENTURES PRIVATE LIMITED,440026,,New Project,12/31/2025,,,Residential,1059.13,0.0,2961.16,01/12/2024,,,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500034462,GARDEN HOMES ATHARVA NAGARI VII,ATHARVA INFRASTRUCTURES,440034,,New Project,11/30/2027,,,Residential,8370.06,0.0,26696.09,06/08/2023,,,278.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,53.0,5.0,207.0,3.0
Nagpur,P50500048415,LEO GALAXY-04,Mahendra Rishabhchand Jain,440013,"('21.183324083980620','79.048378162218460')",New Project,03/31/2026,,,Residential,1088.0,0.0,3044.0,09/05/2023,,,30.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,70.0,20.0
Nagpur,P50500045541,SHRI BALAJI ENCLAVE,SHREE BALAJI ENTERPRISES,440009,,New Project,03/31/2023,,09/30/2023,Residential,278.58,0.0,711.9,04/28/2023,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0
Nagpur,P50500034685,SHREE NAGARI-1,SHREE INFRASTRUCTURES AOP,440034,,New Project,12/31/2027,,,Residential,7892.08,804.54,16202.33,11/25/2023,,,264.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,0.0,0.0,554.0
Nagpur,P50500034966,Morya,Nirman Infrastructures,440022,,New Project,12/31/2023,,,Residential,360.0,0.0,1016.84,11/24/2023,,,10.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500034927,AASHRAY RESIDENCY,SHREE INFRATECH,440036,"('21.118240170963333','79.019646958446100')",New Project,09/30/2024,,,Residential,390.12,0.0,779.82,09/19/2023,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500046588,SHYAMSUNDAR RESIDENCY-12,SHYAMSUNDAR REALTY,440027,"('21.145800400000000','79.088154600000000')",New Project,03/31/2024,,,Residential,423.0,0.0,1212.0,08/03/2022,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500035163,HONEY IKRIT,M/S ANJANA ENTERPRISES,440008,,New Project,03/31/2028,,,Residential,308.7,0.0,790.16,04/13/2022,,,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,0.0,9.0
Nagpur,P50500045906,SIGNATURE HEIGHT,DESIGN DEVELOPERS PVT LTD,440015,"('21.083001854859850','79.072458312844830')",New Project,03/31/2028,,,Residential,579.0,0.0,1667.0,05/23/2022,,,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,12.0,7.0
Nagpur,P50500046517,MANORAMA RESIDENCY,SHRIVARI PROPERTIES,440022,"('21.145800400000000','79.088154600000000')",New Project,06/30/2025,,,Residential,390.0,0.0,971.0,09/19/2023,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,4.0,1.0
Nagpur,P50500045227,MAHALAXMI CITY PHASE VI,DADA HOMES PRIVATE LIMITED,441111,"('21.231507000000000','79.073026000000000')",New Project,04/07/2027,,,Residential,3032.67,5159.72,12140.05,10/11/2023,,,94.0,19.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,76.0,0.0
Nagpur,P50500034928,LUMBINI TOWER,RAJKALA DEVELOPERS,440018,,New Project,12/31/2025,,,Residential,1333.8,0.0,7406.88,10/21/2023,,,66.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,19.0,3.0,0.0,3.0
Nagpur,P50500045940,Pritam Pride,Balbir Singh Pritam Singh Renu,440001,"('21.145800400000000','79.088154600000000')",New Project,12/31/2024,,,Residential,1453.71,0.0,3566.0,11/28/2023,,,14.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500045432,Naniks Ashtavinayak Bhakti-4,Bhawana Mahesh Sadhwani,440013,"('21.188651671872893','79.054401681756570')",New Project,12/31/2025,,,Residential,3730.94,0.0,13431.0,09/01/2023,,,149.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,1.0
Nagpur,P50500045274,RAM TARA ENCLAVE,PRAFULLS MAHADEORAO WANKHEDE,440009,,New Project,04/25/2027,,,Residential,348.39,0.0,885.37,01/16/2024,,,10.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500045549,GOKUL HEIGHTS,VEERROSHAN CONSTRUCTION,440014,,New Project,12/31/2027,,,Residential,1154.46,0.0,3124.04,01/10/2024,,,40.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,20.0,0.0
Nagpur,P50500045344,GULMOHAR DIAMOND,BHARMAL BUILDERS,440013,,New Project,12/31/2027,,,Residential,1392.29,0.0,3898.41,05/04/2022,,,71.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0
Nagpur,P50500045596,KESHAV,Shri Parasnath Properties,440030,,New Project,12/31/2025,,,Residential,578.74,0.0,1481.15,01/15/2024,,,18.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500045986,RYKA ORCHID,RYKA INFRACON,440034,"('21.080199700000000','79.120277199999990')",New Project,12/31/2025,,,Residential,309.22,0.0,1002.45,06/04/2022,,,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500045545,NEELMANI 8,SACHIN DINKARRAO MEHAR,440027,,New Project,09/01/2022,,08/31/2023,Residential,392.43,0.0,392.43,10/04/2022,,,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500045632,Green Nook,UNIVERSAL HOUSE PVT. LTD.,440022,"('21.145800400000000','79.088154600000000')",New Project,12/31/2025,,,Residential,817.52,0.0,2943.0,10/10/2023,,,18.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0
Nagpur,P50500045753,MAHALAXMI PRIDE,PRABHAV VIJAY KHAWASE,440024,,New Project,12/31/2023,,,Residential,326.64,0.0,761.28,05/26/2022,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500045835,ANANDAM WORLD CITY-TOWER G AND N,GOLDBRICKS INFRASTRUCTURE PVT LTD,440018,,New Project,03/31/2030,,,Residential,1904.1,0.0,21989.77,11/11/2023,,,188.0,102.0,0.0,0.0,0.0,2.0,2.0,0.0,42.0,2.0,0.0,2.0
Nagpur,P50500045847,AADITYA RESIDENCY,MAA SANTOSHI INFRASTRUCTURE,440034,"('21.145800400000000','79.088154600000000')",New Project,05/19/2027,,,Residential,13513.21,802.28,13513.21,06/10/2022,,,96.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,4.0,4.0,4.0
Nagpur,P50500046033,SDPL Om II,SANDEEP DWELLERS PVT. LTD.,440008,"('21.145800400000000','79.088154600000000')",New Project,05/31/2027,,,Residential,2429.0,0.0,7208.45,01/13/2024,,,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,78.0,16.0
Nagpur,P50500046032,SHRI GOVIND HEIGHTS-III,PRAKASH GOVIND MUREKAR,440025,,New Project,05/31/2025,,,Residential,222.96,222.96,222.96,01/02/2024,,,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,5.0,4.0
Nagpur,P50500046064,ADNAN UNIQUE APARTMENTS,SHAHJAHAN FARUQ SHAIKH,440001,,New Project,06/30/2026,,,Residential,518.9,0.0,733.1,05/24/2022,,,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0
Nagpur,P50500045941,RAMALAY BLISS,RAMALAY VENTURES,440009,,New Project,03/31/2026,,,Residential,557.42,0.0,613.16,12/02/2023,,,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500046421,SHIV-GOVIND JASMINE,SIDDHIVINAYAK INFRASTRUCTURE,440013,"('21.145800400000000','79.088154600000000')",New Project,12/31/2024,,,Residential,713.67,0.0,1824.13,01/04/2024,,,18.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,21.0,0.0,57.0
Nagpur,P50500048074,DREAM HOME III,ANUP RAMAKANT DWIVEDI,440030,,New Project,05/19/2024,,,Residential,372.71,0.0,948.43,10/29/2022,,,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500045876,Sommet,Inches Realities,440037,"('21.082183481891544','79.100160167550640')",New Project,11/30/2024,,,Residential,1770.0,0.0,4797.63,11/17/2023,,,48.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500047042,SILVER LEAF,TRIDENT VENTURES,440015,"('21.111700200000000','79.072979300000000')",New Project,03/31/2029,,,Residential,432.0,0.0,1096.0,09/10/2022,,,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,28.0,17.0
Nagpur,P50500048137,NANIKS ASHTAVINAYAK UPPALS SHERATON,NANIK REALTIES LLP,440013,"('21.145800400000000','79.088154600000000')",New Project,05/31/2026,,,Residential,1471.2,0.0,1995.37,06/29/2023,,,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,19.0
Nagpur,P50500046199,SUVARNA VILLA,Globe Builders & Developers,440024,,New Project,06/01/2027,,,Residential,557.32,0.0,2266.8,11/23/2023,,,24.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500046142,A R IMPERIAL,A R BUILDERS AND DEVELOPERS,440034,,New Project,12/31/2024,,,Residential,448.25,0.0,1001.81,06/01/2022,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,30.0,1.0
Nagpur,P50500046557,TATHASTU,KIRAN CONSTRUCTION,440010,,New Project,06/06/2027,,,Residential,787.15,0.0,2515.86,12/21/2023,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,5.0,14.0
Nagpur,P50500046425,SQUARE PARK,SQUARE INFRA,440034,,New Project,12/31/2025,,,Residential,2787.0,0.0,6375.0,10/15/2022,,,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0
Nagpur,P50500046179,SUMATEE ENCLAVE,Haven Builders & developers,440022,"('21.123240471297095','79.063361600970820')",New Project,12/31/2024,,,Residential,847.73,0.0,0.0,06/11/2022,,,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,16.0,1.0
Nagpur,P50500046373,EARTH HEIGHTS-IV,M/S EARTH INFRA,440015,,New Project,06/10/2025,,,Residential,1250.0,200.0,4135.99,02/23/2023,,,40.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,23.0,33.0
Nagpur,P50500046378,Parijat Enclave,Vijay Construction & Developers,440037,"('21.145800400000000','79.088154600000000')",New Project,08/31/2024,,,Residential,1243.0,0.0,3367.0,07/28/2023,,,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500046101,JYOTI HEIGHTS,KAUSHALYA BUILDERS & DEVELOPERS,440033,"('21.154577000000000','79.042611600000000')",New Project,12/31/2027,,,Residential,513.5,0.0,1314.0,06/16/2022,,,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,17.0,25.0
Nagpur,P50500046204,ARSH GLORY,M/s. VIKAS INFRAVENTURES,440033,,New Project,12/31/2025,,,Residential,891.86,0.0,2569.0,12/01/2023,,,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500048093,CREATIVE HOMES SUNSHINE,CREATION BUILDERS & DEVELOPERS,440013,,New Project,12/31/2027,,,Residential,1367.84,0.0,3764.5,08/18/2022,,,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,833.0,0.0
Nagpur,P50500046571,SHYAMSUNDAR RESIDENCY 9,EMPIRE VENTURES,440027,,New Project,03/30/2023,,,Residential,395.0,0.0,1137.0,07/24/2022,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500046660,ANURADHA APARTMENTS,VIPUL PRABHAKAR YELLEWAR,440025,,New Project,05/31/2025,,,Residential,555.0,0.0,1934.17,07/11/2022,,,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,76.0,0.0
