district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500026440,SDPL Paradise - III,SANDEEP DWELLERS PVT. LTD.,440023,,New Project,03/30/2026,,,Residential,1544.0,0.0,795.0,01/13/2024,,,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,28.0,20.0
Nagpur,P50500026715,SDPL Aashray Hazaripahad,SANDEEP DWELLERS PVT. LTD.,440007,,New Project,04/30/2026,,,Residential,2434.17,0.0,2458.16,01/13/2024,,,165.0,76.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,26.0
Nagpur,P50500026610,BALAJI ENCLAVE,SANJAY LAXMANRAO NARAD,440025,"('21.718700000000000','79.655800000000000')",New Project,06/30/2023,,,Residential,423.0,25.0,717.57,06/23/2023,,,17.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500026514,BHARAT HEIGHT APARTMENT,MONISH BHARAT BAHAL,440023,,New Project,09/30/2025,,,Residential,354.61,0.0,451.5,09/25/2020,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,3.0,3.0
Nagpur,P50500026671,CREATIVE HOMES GREENVILLA-3,PANKAJ DEVRAJ DHAWAN,440013,,New Project,06/30/2025,,,Residential,2611.83,0.0,5806.48,12/03/2021,,,90.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,26.0,0.0
Nagpur,P50500027350,ARS SAMRUDHI,SHREE VENKATESHWARA INNFRA DEVELOPERS,441204,"('21.286730000000000','79.238620000000000')",New Project,06/30/2024,,,Residential,192561.9,19535.62,84031.79,11/05/2020,,,1969.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,404.0,3.0,1730.0,3.0
Nagpur,P50500026781,LEVERAGE GREENWOODS HARMONY WING D,Leverage Spaces LLP,440034,"('21.718700000000000','79.655800000000000')",New Project,03/30/2025,,,Residential,7483.22,748.49,13914.06,08/05/2023,,,40.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,91.0,10.0
Nagpur,P50500027035,CREATIVE HOMES GREENFIELD,PANKAJ DEVRAJ DHAWAN,440013,,New Project,06/30/2025,,,Residential,1453.45,0.0,1992.27,11/22/2021,,1.0,48.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0
Nagpur,P50500026991,Ujwal Arcad,Ujwal Associates,440009,"('21.132160000000000','79.111800000000000')",New Project,01/09/2022,,,Residential,418.26,418.26,776.52,11/07/2020,,,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500027147,BHAVANI APARTMENT,JAI BHAVANI CONSTRUCTION AND LAND DEVELOPERS,440026,"('21.718700000000000','79.655800000000000')",New Project,11/30/2024,,,Residential,579.0,579.0,636.0,11/16/2020,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,10.0,7.0
Nagpur,P50500027353,SHREEGAJANAN KRUPA,KALYANI DEVELOPERS,440024,,New Project,06/30/2024,,,Residential,557.41,0.0,691.14,11/26/2020,,,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500027140,SHIV-GOVIND ORCHID,R B CONSTRUCTION CO.,440013,"('21.718700000000000','79.655800000000000')",New Project,06/30/2024,,,Residential,1481.0,0.0,1851.26,08/28/2023,,,47.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,57.0,0.0,134.0
Nagpur,P50500027148,ATHARVA NAGARI VI,ATHARVA INFRASTRUCTURES,440034,"('21.718700000000000','79.655800000000000')",New Project,11/30/2024,,11/30/2024,Residential,8370.06,841.17,27887.4,12/22/2022,,,298.0,187.0,0.0,0.0,0.0,0.0,5.0,5.0,61.0,1.0,104.0,104.0
Nagpur,P50500027933,SHRIKRISHNA APARTMENT-III,SWAPNIL VITHOBAJI GIRHE,440023,,New Project,09/30/2023,,,Residential,397.3,0.0,501.09,12/16/2022,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500027479,Harmony Spaces,VAS ASSOCIATES AND BUILDERS,440005,,New Project,05/30/2023,,,Residential,471.43,0.0,613.0,11/27/2020,,,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0
Nagpur,P50500027413,VEDANT TANZANITE,NANIS BUILDCON PRIVATE LIMITED,440023,,New Project,12/30/2024,,,Residential,3000.0,0.0,8391.0,10/30/2023,,,69.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,10.0,59.0
Nagpur,P50500027509,PEARL,J D BUILDCON PVT LTD,440010,"('21.139975954520490','79.063530698585520')",New Project,12/30/2023,,,Residential,630.37,0.0,630.34,11/21/2022,,,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,18.0,18.0
Nagpur,P50500027779,DURVANG RESIDENCY-6,PANKAJ RAMKRUSHNA KOLHE,440015,,New Project,03/30/2026,,,Residential,371.25,0.0,482.0,12/26/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500027573,ANUPAMA KRISHNA LEELA,JARRY PROFITS,440014,,New Project,06/30/2024,,,Residential,579.72,0.0,753.27,03/18/2023,,,16.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,9.0
Nagpur,P50500027765,KRISHNA VIHAR,KRISHNA CONSTRUCTION CO.,440030,"('21.199942113559864','79.065247312355050')",New Project,06/30/2024,,,Residential,1466.22,0.0,2270.58,02/21/2023,,,47.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0
Nagpur,P50500027823,MARIGOLD,MEERAI SPACES PRIVATE LIMITED,440027,,New Project,07/31/2023,,,Residential,555.93,0.0,721.6,07/10/2021,,,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,61.0
Nagpur,P50500027840,SAI HEIGHTS,SAI MANGALAM BUILDERS,440014,,New Project,12/30/2023,,,Residential,1644.11,0.0,2407.92,12/30/2020,,,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500028482,"Construction of 24 flats and 9 row houses at mauza Digdoh, Nagpur",MHADA (Nagpur board),441110,,New Project,09/30/2022,,12/31/2023,Residential,1546.87,0.0,3111.14,09/30/2022,,,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,36.0,0.0
Nagpur,P50500027946,RAJ HOMES,RAJ & RAJ CONSTRUCTIONS,441108,,New Project,07/31/2026,,,Residential,4384.62,879.82,7145.17,10/20/2023,,,112.0,53.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0
Nagpur,P50500028257,JAINAM HEIGHTS,LATESH RAMNIKLAL VORA AND OTHERS,440008,"('21.090000000000000','79.080000000000000')",New Project,06/30/2024,,,Residential,2884.29,0.0,10368.29,06/09/2022,,,58.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,252.0
Nagpur,P50500028150,SHREE GURUKRUPA RESIDENCY,SWATI ASHUTOSH NAIK,440010,,New Project,09/30/2022,,,Residential,687.46,0.0,1374.92,04/21/2023,,,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,40.0,24.0
Nagpur,P50500028237,MARS 2 LUXURY APARTMENT,DHUNI CONSTRUCTIONS PVT.LTD.,440013,,New Project,06/30/2023,,,Residential,503.86,0.0,503.86,01/15/2024,,,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500028298,ROYAL DREAM CITY WING-B,SHRINIWASA BUILDERS AND DEVELOPERS LLP,441501,,New Project,08/08/2025,,,Residential,3990.0,377.43,2190.4,03/17/2022,,,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0
Nagpur,P50500028542,Shree Gajanan Vihar II,SHRI GAJANAN BUILDER & DEVELOPERS,440034,"('21.718699999999998','79.655799999999999')",New Project,03/30/2024,,,Residential,2400.0,240.0,5374.0,03/08/2021,,,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0
Nagpur,P50500028531,GOKUL HRISHIKESH RESIDENCY,YUGROSHAN INFRA,440007,,New Project,06/30/2025,,,Residential,1150.77,0.0,2837.41,03/02/2021,,,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,10.0,0.0
Nagpur,P50500028605,SHIVRAI LAVENDER,AMOL LAXMANRAO BADHIYE,440013,"('21.718699999999998','79.655799999999999')",New Project,12/30/2023,,,Residential,418.47,0.0,1069.6,01/04/2024,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,24.0,0.0,10.0
Nagpur,P50500029571,SHREE SIDDHESHWAR NAGAR 2,SHREE SIDDHESHWAR INFRAVENTURES PRIVATE LIMITED,441108,,New Project,03/31/2025,,,Residential,13634.27,0.0,17578.68,03/17/2023,,,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500029106,LUXURY VILLAS,Golden Realty Infrastructures,440015,,New Project,03/31/2023,,,Residential,7900.0,707.81,0.0,10/22/2023,,,43.0,42.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,1.0,0.0,1.0
Nagpur,P50500028996,AARISH RESIDENCY,AARISH INFRASTRUCTURE,440037,,New Project,12/31/2026,,,Residential,7200.0,722.56,9066.1,04/08/2021,,,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,1.0,1.0
Nagpur,P50500028935,RAJ PALACE X,MALAN PREMRAJ BADOLE,442301,,New Project,12/31/2023,,,Residential,926.0,0.0,2070.65,04/21/2022,,,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,10.0
Nagpur,P50500028820,SHIVRAI LILY,JAI BALAJI INFRA,440013,"('21.718699999999998','79.655799999999999')",New Project,09/30/2023,,,Residential,419.57,0.0,1073.58,08/31/2023,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,23.0,0.0,10.0
Nagpur,P50500028949,GAURANGA,PAUL BROTHERS,440004,,New Project,05/31/2025,,,Residential,2230.48,0.0,9420.0,01/12/2024,,,66.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,3.0
Nagpur,P50500028868,GULMOHAR GREENS,BHARMAL BUILDERS & DEVELOPERS,440026,,New Project,06/30/2026,,,Residential,3859.63,385.96,9649.07,03/24/2021,,,160.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,45.0,45.0,141.0,45.0
Nagpur,P50500032212,GANGOTRI INFRAVENTURE,GANGOTRI INFRAVENTURE,440024,,New Project,03/31/2023,,,Residential,345.0,0.0,449.0,11/20/2021,,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,18.0,26.0,18.0
Nagpur,P50500029702,ICON HEIGHT,ICON INFRA,440030,,New Project,06/30/2023,,,Residential,428.92,0.0,1097.96,09/16/2022,,,13.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500028962,SIEMPRE APARTMENT,KAPIL NANDKISHOR NATHANI,440008,,New Project,04/30/2026,,,Residential,1404.31,0.0,5575.0,07/26/2022,,,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,1.0,0.0
Nagpur,P50500029037,GREENZ,AQUBE INFRASTRUCTURES AND DEVELOPERS PRIVATE LIMITED,440014,,New Project,09/30/2024,,,Residential,1309.21,770.13,3646.03,08/22/2023,,,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0
Nagpur,P50500029039,RIDDHI SIDDHI HEIGHTS,DEVANG DEVELOPERS LLP,440010,,New Project,05/31/2023,,,Residential,696.41,0.0,2117.08,08/14/2023,,,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0
Nagpur,P50500029026,KARAN IMPERIAL,NISHIT LAXMINARAYAN PASHINE,440027,,New Project,09/30/2023,,,Residential,427.52,0.0,1092.16,05/31/2023,,,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0
Nagpur,P50500029195,UMA APARTMENTS,UMA SURESH SARAF,441110,,New Project,05/31/2022,,,Residential,268.32,0.0,268.32,04/30/2021,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500029461,NIKUNJ REGENCY II,JAIDEO PRABHULAL CHAUHAN,440013,"('21.718700000000000','79.655800000000000')",New Project,12/31/2025,,,Residential,442.41,0.0,1132.41,05/20/2023,,,4218.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,16.0,0.0,12.0
Nagpur,P50500029403,ATHARVA ELITE,ATHARVA INFRASTRUCTURES,440034,"('21.718700000000000','79.655800000000000')",New Project,12/31/2023,,,Residential,806.37,0.0,1602.69,05/20/2021,,,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0
Nagpur,P50500029404,AYODHYA EXOTICA,Ayodhya Realtor,440008,,New Project,03/31/2025,,,Residential,3091.0,0.0,0.0,09/16/2022,,,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,14.0
Nagpur,P50500030899,SHREE LAXMI PRIDE,SHREE LAXMI VENTURE PVT LTD,440024,"('21.050586000000000','79.070404000000000')",New Project,12/31/2024,,,Residential,5770.0,578.0,12520.0,10/15/2023,,,208.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,32.0,3.0,117.0,81.0
Nagpur,P50500029870,MAHENDRA SKYLARK,MAHENDRA INFRA HEIGHTS PRIVATE LIMITED,440010,"('21.211246080000000','79.058372000000000')",New Project,05/31/2024,,,Residential,1490.0,0.0,2744.0,12/25/2023,,,11270.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0
Nagpur,P50500029635,GOKUL VRINDAVAN,SHREE KRISHNA BUILDERS & DEVELOPERS,440018,,New Project,05/31/2023,,,Residential,267.28,0.0,712.06,06/07/2021,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500029663,LIVIANO 9,Space Builders and Developers,440025,,New Project,03/31/2023,,,Residential,300.0,0.0,741.29,06/04/2021,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500029754,YASH RESIDENCY,VIJAY OMPRAKASH DARGAN,440025,"('21.093506600000000','79.064059100000000')",New Project,06/08/2023,,,Residential,870.58,1.0,2490.56,03/15/2023,,,20.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,20.0,1.0
Nagpur,P50500033667,SDPL Aashray Dabha II,SANDEEP DWELLERS PVT. LTD.,440023,"('21.145800400000000','79.088154600000000')",New Project,01/31/2027,,,Residential,8168.23,1291.69,16437.28,01/13/2024,,,404.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,78.0
Nagpur,P50500030034,HARIHAR CLASSIC,NIRMAYI CONSTRUCTION,440002,,New Project,03/31/2023,,,Residential,305.0,0.0,1018.81,03/30/2023,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0
Nagpur,P50500030259,SDPL Aashray Godhani,SANDEEP DWELLERS PVT. LTD.,441123,,New Project,06/30/2026,,,Residential,2127.0,0.0,6416.16,01/13/2024,,,163.0,47.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0
Nagpur,P50500029945,Shiv Kailasa Phase II,Om Shivam Buildcon Private Limited,441108,,New Project,12/25/2026,,,Residential,64992.88,13398.83,149903.65,11/02/2023,,,1455.0,288.0,0.0,0.0,0.0,23.0,23.0,0.0,414.0,23.0,1554.0,1553.0
Nagpur,P50500032117,JMK Heights,Juzar Khurshid Hussain Katawala,440013,"('21.182994000000000','79.048608000000000')",New Project,12/31/2025,,,Residential,707.75,0.0,1811.84,10/11/2021,,,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,76.0
Nagpur,P50500029909,SWAPNPURTI CAPITAL HOMES,AMBIT CONCRETE PRIVATE LIMITED,441109,"('21.279726000000000','79.098170000000000')",New Project,10/31/2024,,,Residential,14503.71,1450.44,19235.69,07/11/2021,,,475.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,52.0,0.0,948.0,0.0
Nagpur,P50500029959,TANISHKA-III,DINESH PATNE & VAISHALI PATNE,441110,"('21.145800400000000','79.088154600000000')",New Project,09/30/2023,,,Residential,349.16,0.0,780.73,05/06/2023,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500030614,Shri Swami Puram Row Houses A,shri aappa swami infrastructure,440015,,New Project,06/30/2025,,,Residential,2600.0,0.0,1951.51,08/05/2021,,,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0
Nagpur,P50500030380,GAURAV EUPHORIA,KRISHNAKANT  GIRI,440017,"('21.168382086264934','79.096065172460940')",New Project,12/25/2025,,,Residential,1105.54,0.0,4227.86,03/03/2023,,,47.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,11.0,0.0
Nagpur,P50500030429,SUNSHINE HOMES,KAVERI INFRASTRUCTURES,440007,,New Project,07/05/2024,,,Residential,455.65,0.0,501.21,06/17/2023,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500030126,PINNACLE,KAPIL NANDKISHOR NATHANI,440008,,New Project,03/31/2024,,,Residential,743.0,0.0,2377.92,07/26/2022,,,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0
Nagpur,P50500029956,AMANS MANNAT-BLOCK C-2,GREEN CITY BUILDERS,440013,,New Project,09/21/2025,,,Residential,2322.57,348.38,4872.2,05/25/2023,,,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,34.0,0.0
Nagpur,P50500030132,TIRUPATI APPARTMENT,SATYEN CHANDRASHEKHAR DADHE,440036,"('21.145800400000000','79.088154600000000')",New Project,12/31/2024,,,Residential,1181.65,0.0,3302.31,10/11/2023,,,40.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,114.0,1.0
Nagpur,P50500030531,SILVER OAK,GANARAYA BUILDERS & DEVELOPERS,440015,"('21.091548900000000','79.074694499999990')",New Project,07/31/2026,,,Residential,1118.13,0.0,3130.76,08/23/2021,,,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,8.0,14.0
Nagpur,P50500031308,Gauri apartment,Ranjit Jivanlal Kashikar,440024,"('21.110677312102577','79.115769819504540')",New Project,07/31/2027,,,Residential,445.93,0.0,1089.86,09/26/2023,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0
Nagpur,P50500030281,KANCHANGANGA 2- MALAYAGIRI AND PUSHPGIRI,VISHAL INFRASTRUCTURE,441110,"('21.098683400000000','78.984130499999990')",New Project,07/31/2026,,,Residential,2291.57,0.0,5101.8,10/05/2023,,,83.0,27.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,22.0,30.0,235.0
Nagpur,P50500030292,SATYAM TULIP,OMSATYAM BUILDCONS PRIVATE LIMITED,441123,"('21.221167500000000','79.060268400000000')",New Project,07/31/2024,,,Residential,2395.0,0.0,4563.0,10/12/2023,,,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,16.0
Nagpur,P50500033856,KAAVYA ENCLAVE,ADITYA INFRASTRUCTURE,441122,,New Project,06/30/2024,,,Residential,1000.0,0.0,1446.09,02/03/2023,,,29.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,22.0,10.0
Nagpur,P50500030275,SHIV HEIGHTS,UNIVERSAL SALES CORPORATION,440023,"('21.145800400000000','79.088154600000000')",New Project,03/31/2023,,,Residential,721.17,0.0,0.0,03/29/2023,,,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500031369,HARSH RESIDENCY,OMKARA BUILDERS AND DEVLOPERS,440010,"('21.145800400000000','79.088154600000000')",New Project,12/30/2024,,,Residential,650.0,650.0,1261.0,09/14/2021,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500030727,SHUBH SWAPN RESIDENCY,ABHAY HARIDAS JINDE,440015,,New Project,08/31/2023,,12/31/2023,Residential,371.6,0.0,1070.03,01/28/2023,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500030540,AARYA HARSH APARTMENTS,Milind Kshirsagar Sonarkar,440024,,New Project,12/30/2026,,,Residential,436.47,0.0,871.62,08/14/2021,,,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500031918,"Const of 96 HIG ts and 140 MIG ts on plot No.5 and 6, Empress Mill no.5, Subhash Road,Nagpur",MHADA (Nagpur Board),440009,"('21.142894000000000','79.093467000000000')",New Project,12/31/2022,,,Residential,4775.44,0.0,9303.88,04/11/2023,,,236.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,56.0,4.0,4.0,4.0
Nagpur,P50500030539,GEETA RESIDENCY-2,SURENDRASINGH JHANKARSINGH RAWAT,440030,,New Project,12/31/2023,,,Residential,486.26,0.0,526.96,08/23/2021,,,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500030653,K-SQUARE NERIUM,ANKIT CONSTRUCTION,440025,,New Project,12/31/2025,,,Residential,1600.0,0.0,3447.57,01/12/2024,,,42.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500030715,MADHUBAN,R A J KRISHNA CONSTRUCTION COMPANY PRIVATE LIMITED,441110,,New Project,03/31/2026,,,Residential,6055.0,5406.93,10435.19,12/20/2023,,,260.0,260.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,5.0,5.0,5.0
Nagpur,P50500030626,CHINTAMANI HILL VIEW 1,CHINTAMANI REALITIES,440023,"('21.165361300000000','78.993862000000000')",New Project,12/31/2023,,,Residential,1440.0,0.0,1250.0,12/22/2023,,,25.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,4.0
Nagpur,P50500030638,LEVERAGE GREEN VILLAS PHASE -I,LEVERAGE HOMES LLP,441108,,New Project,12/31/2024,,,Residential,14800.0,1480.13,1901.73,11/08/2023,,,52.0,45.0,0.0,0.0,0.0,0.0,52.0,0.0,104.0,0.0,52.0,0.0
Nagpur,P50500030847,CRYSTAL PALACE,SAFA INFRA,440030,,New Project,12/31/2023,,,Residential,381.21,0.0,975.48,12/29/2023,,,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0
Nagpur,P50500030806,UJRA HEIGHTS,VISHWAS UMESH CHOUKSEY,440017,"('21.165721831977898','79.096211955880720')",New Project,12/31/2024,,,Residential,1134.0,465.0,6333.79,10/12/2023,,,76.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,31.0,2.0,31.0
Nagpur,P50500031197,ORCHID RAMA KESHAV,M/S LANDMARK BUILDCON,440010,"('21.131176400000000','79.047568800000000')",New Project,12/31/2024,,,Residential,510.96,0.0,1021.96,10/05/2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,23.0
Nagpur,P50500031020,KRISHNA LEELAA-2,JARRY PROFITS,440014,,New Project,12/31/2025,,,Residential,1791.01,0.0,4997.76,01/12/2024,,,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500031225,USHAKAAL MALTI,M/S. SWAPNA SHILP DEVELOPERS,440022,,New Project,05/31/2024,,,Residential,780.36,0.0,2720.11,04/18/2023,,,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
Nagpur,P50500031405,RAI MANSION,RAI UDYOG LIMITED,440004,,New Project,03/31/2025,,,Residential,1558.2,0.0,1929.0,10/08/2021,,,22.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0
Nagpur,P50500031644,Shivalaya Towers,MEGHA RAJESH TOMAR,440032,"('21.145800400000000','79.088154600000000')",New Project,09/30/2023,,,Residential,431.2,0.0,933.53,10/26/2021,,,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,30.0
Nagpur,P50500031229,SHREEJI RESIDENCY,PURUSHOTTAM BRAHMANAND SINGH,441122,,New Project,12/31/2025,,,Residential,440.53,0.0,440.27,09/18/2021,,,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0
Nagpur,P50500031118,PRAJAKTA GREENFINITY,ASHISH Prabhakarrao LONDHE,440003,,New Project,09/30/2024,,,Residential,456.0,0.0,1634.48,02/03/2023,,,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,7.0
Nagpur,P50500031436,SHREEJI ROW HOUSES,SHAYONA CO-OPERANT,440035,,New Project,12/31/2023,,,Residential,776.51,0.0,1157.15,03/01/2023,,,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
Nagpur,P50500031997,MAULI APARTMENTS,M/S. KEDAR DEVELOPERS,440022,,New Project,12/31/2024,,,Residential,709.55,0.0,2140.51,05/02/2023,,,13.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500031463,RAJ PALACE XI,SSV BUILDERS & DEVELOPERS,440037,,New Project,03/31/2024,,,Residential,483.23,0.0,941.68,12/23/2021,,,17.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0
Nagpur,P50500031307,AKSHAY HEIGHTS-III,GANESH CONSTRUCTION,440033,,New Project,12/31/2024,,,Residential,539.94,0.0,1715.0,10/02/2021,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0
Nagpur,P50500034930,THE URBAN VILLAGE,SHRI HOUSING AND INFRASTRUCTURE,441122,,New Project,12/31/2026,,,Residential,20025.0,0.0,20025.0,07/19/2023,,,509.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,56.0,0.0,0.0,0.0
